episode,total_reward,steps,avg_loss,epsilon,solved
77,-175.50,1024,0.0000,0.7935,0
78,-183.50,1024,0.0000,0.7911,0
79,-192.50,1024,0.0000,0.7887,0
80,-157.00,1024,0.0000,0.7863,0
81,-177.00,1024,0.0000,0.7840,0
82,-163.50,1024,0.0000,0.7816,0
83,-209.00,1024,0.0000,0.7793,0
84,-188.50,1024,0.0000,0.7770,0
85,-167.00,1024,0.0000,0.7746,0
86,-188.50,1024,0.0000,0.7723,0
87,-166.50,1024,0.0000,0.7700,0
88,-176.00,1024,0.0000,0.7677,0
89,-147.00,1024,0.0000,0.7654,0
90,-185.50,1024,0.0000,0.7631,0
91,-180.00,1024,0.0000,0.7608,0
92,-208.50,1024,0.0000,0.7585,0
93,-204.00,1024,0.0000,0.7562,0
94,-218.50,1024,0.0000,0.7540,0
95,-200.00,1024,0.0000,0.7517,0
96,-188.50,1024,0.0000,0.7494,0
97,-222.00,1024,0.0000,0.7472,0
98,-191.50,1024,0.0000,0.7449,0
99,-176.00,1024,0.0000,0.7427,0
100,-175.00,1024,0.0000,0.7405,0
101,-205.50,1024,0.0000,0.7383,0
102,-211.00,1024,0.0000,0.7360,0
103,-196.00,1024,0.0000,0.7338,0
104,-186.00,1024,0.0000,0.7316,0
105,-201.00,1024,0.0000,0.7294,0
106,-209.00,1024,0.0000,0.7273,0
107,-184.00,1024,0.0000,0.7251,0
108,-205.50,1024,0.0000,0.7229,0
109,-200.00,1024,0.0000,0.7207,0
110,-195.50,1024,0.0000,0.7186,0
111,-218.00,1024,0.0000,0.7164,0
112,-221.00,1024,0.0000,0.7143,0
113,-227.00,1024,0.0000,0.7121,0
114,-203.50,1024,0.0000,0.7100,0
115,-208.00,1024,0.0000,0.7079,0
116,-201.00,1024,0.0000,0.7057,0
117,-218.50,1024,0.0000,0.7036,0
118,-174.50,1024,0.0000,0.7015,0
119,-205.00,1024,0.0000,0.6994,0
120,-213.00,1024,0.0000,0.6973,0
121,-210.00,1024,0.0000,0.6952,0
122,-230.00,1024,0.0000,0.6931,0
123,-209.50,1024,0.0000,0.6910,0
124,-237.50,1024,0.0000,0.6890,0
125,-194.00,1024,0.0000,0.6869,0
126,-186.50,1024,0.0000,0.6848,0
127,-195.00,1024,0.0000,0.6828,0
128,-214.50,1024,0.0000,0.6807,0
129,-212.50,1024,0.0000,0.6787,0
130,-210.50,1024,0.0000,0.6767,0
131,-248.50,1024,0.0000,0.6746,0
132,-257.00,1024,0.0000,0.6726,0
133,-207.50,1024,0.0000,0.6706,0
134,-194.00,1024,0.0000,0.6686,0
135,-223.50,1024,0.0000,0.6666,0
136,-227.50,1024,0.0000,0.6646,0
137,-223.00,1024,0.0000,0.6626,0
138,-246.50,1024,0.0000,0.6606,0
139,-236.50,1024,0.0000,0.6586,0
140,-225.50,1024,0.0000,0.6566,0
141,-235.00,1024,0.0000,0.6547,0
142,-229.50,1024,0.0000,0.6527,0
143,-224.50,1024,0.0000,0.6507,0
144,-237.00,1024,0.0000,0.6488,0
145,-206.50,1024,0.0000,0.6468,0
146,-239.00,1024,0.0000,0.6449,0
147,-245.50,1024,0.0000,0.6430,0
148,-249.50,1024,0.0000,0.6410,0
149,-237.50,1024,0.0000,0.6391,0
150,-247.00,1024,0.0000,0.6372,0
151,-234.00,1024,0.0000,0.6353,0
152,-237.00,1024,0.0000,0.6334,0
153,-224.00,1024,0.0000,0.6315,0
154,-213.50,1024,0.0000,0.6296,0
155,-246.50,1024,0.0000,0.6277,0
156,-206.00,1024,0.0000,0.6258,0
157,-233.50,1024,0.0000,0.6239,0
158,-223.00,1024,0.0000,0.6221,0
159,-224.50,1024,0.0000,0.6202,0
160,-228.00,1024,0.0000,0.6183,0
161,-240.50,1024,0.0000,0.6165,0
162,-224.50,1024,0.0000,0.6146,0
163,-244.00,1024,0.0000,0.6128,0
164,-231.50,1024,0.0000,0.6110,0
165,-254.50,1024,0.0000,0.6091,0
166,-224.50,1024,0.0000,0.6073,0
167,-234.00,1024,0.0000,0.6055,0
168,-269.50,1024,0.0000,0.6037,0
169,-224.50,1024,0.0000,0.6018,0
170,-247.00,1024,0.0000,0.6000,0
171,-274.00,1024,0.0000,0.5982,0
172,-248.00,1024,0.0000,0.5964,0
173,-262.00,1024,0.0000,0.5947,0
174,-247.50,1024,0.0000,0.5929,0
175,-268.00,1024,0.0000,0.5911,0
176,-249.50,1024,0.0000,0.5893,0
177,-244.50,1024,0.0000,0.5875,0
178,-260.50,1024,0.0000,0.5858,0
179,-231.50,1024,0.0000,0.5840,0
180,-214.50,1024,0.0000,0.5823,0
181,-259.50,1024,0.0000,0.5805,0
182,-264.00,1024,0.0000,0.5788,0
183,-264.50,1024,0.0000,0.5771,0
184,-258.00,1024,0.0000,0.5753,0
185,-252.00,1024,0.0000,0.5736,0
186,-249.00,1024,0.0000,0.5719,0
187,-257.50,1024,0.0000,0.5702,0
188,-289.50,1024,0.0000,0.5684,0
189,-236.00,1024,0.0000,0.5667,0
190,-243.00,1024,0.0000,0.5650,0
191,-263.50,1024,0.0000,0.5633,0
192,-267.50,1024,0.0000,0.5617,0
193,-253.50,1024,0.0000,0.5600,0
194,-257.50,1024,0.0000,0.5583,0
195,-280.00,1024,0.0000,0.5566,0
196,-274.50,1024,0.0000,0.5549,0
197,-273.50,1024,0.0000,0.5533,0
198,-240.50,1024,0.0000,0.5516,0
199,-259.50,1024,0.0000,0.5500,0
200,-279.50,1024,0.0000,0.5483,0
201,-274.00,1024,0.0000,0.5467,0
202,-255.50,1024,0.0000,0.5450,0
203,-263.00,1024,0.0000,0.5434,0
204,-264.50,1024,0.0000,0.5418,0
205,-234.00,1024,0.0000,0.5401,0
206,-254.00,1024,0.0000,0.5385,0
207,-253.50,1024,0.0000,0.5369,0
208,-281.50,1024,0.0000,0.5353,0
209,-229.00,1024,0.0000,0.5337,0
210,-282.50,1024,0.0000,0.5321,0
211,-267.50,1024,0.0000,0.5305,0
212,-271.50,1024,0.0000,0.5289,0
213,-278.50,1024,0.0000,0.5273,0
214,-278.50,1024,0.0000,0.5257,0
215,-267.00,1024,0.0000,0.5242,0
216,-272.50,1024,0.0000,0.5226,0
217,-254.00,1024,0.0000,0.5210,0
218,-280.00,1024,0.0000,0.5195,0
219,-283.00,1024,0.0000,0.5179,0
220,-259.50,1024,0.0000,0.5163,0
221,-262.50,1024,0.0000,0.5148,0
222,-274.00,1024,0.0000,0.5132,0
223,-270.00,1024,0.0000,0.5117,0
224,-279.00,1024,0.0000,0.5102,0
225,-284.00,1024,0.0000,0.5086,0
226,-286.50,1024,0.0000,0.5071,0
227,-276.50,1024,0.0000,0.5056,0
228,-278.50,1024,0.0000,0.5041,0
229,-285.00,1024,0.0000,0.5026,0
230,-296.50,1024,0.0000,0.5011,0
231,-274.50,1024,0.0000,0.4996,0
232,-275.00,1024,0.0000,0.4981,0
233,-275.00,1024,0.0000,0.4966,0
234,-305.00,1024,0.0000,0.4951,0
235,-290.00,1024,0.0000,0.4936,0
236,-297.50,1024,0.0000,0.4921,0
237,-265.50,1024,0.0000,0.4906,0
238,-283.50,1024,0.0000,0.4892,0
239,-263.00,1024,0.0000,0.4877,0
240,-287.00,1024,0.0000,0.4862,0
241,-313.50,1024,0.0000,0.4848,0
242,-304.50,1024,0.0000,0.4833,0
243,-292.50,1024,0.0000,0.4819,0
244,-280.00,1024,0.0000,0.4804,0
245,-286.50,1024,0.0000,0.4790,0
246,-301.50,1024,0.0000,0.4775,0
247,-280.00,1024,0.0000,0.4761,0
248,-273.50,1024,0.0000,0.4747,0
249,-278.00,1024,0.0000,0.4733,0
250,-299.00,1024,0.0000,0.4718,0
251,-283.50,1024,0.0000,0.4704,0
252,-290.00,1024,0.0000,0.4690,0
253,-290.50,1024,0.0000,0.4676,0
254,-296.00,1024,0.0000,0.4662,0
255,-274.50,1024,0.0000,0.4648,0
256,-260.50,1024,0.0000,0.4634,0
257,-292.50,1024,0.0000,0.4620,0
258,-285.50,1024,0.0000,0.4606,0
259,-312.00,1024,0.0000,0.4592,0
260,-278.50,1024,0.0000,0.4579,0
261,-309.00,1024,0.0000,0.4565,0
262,-312.50,1024,0.0000,0.4551,0
263,-292.50,1024,0.0000,0.4538,0
264,-311.50,1024,0.0000,0.4524,0
265,-300.50,1024,0.0000,0.4510,0
266,-295.50,1024,0.0000,0.4497,0
267,-312.50,1024,0.0000,0.4483,0
268,-321.50,1024,0.0000,0.4470,0
269,-315.00,1024,0.0000,0.4457,0
270,-284.50,1024,0.0000,0.4443,0
271,-311.50,1024,0.0000,0.4430,0
272,-292.50,1024,0.0000,0.4417,0
273,-292.50,1024,0.0000,0.4403,0
274,-294.50,1024,0.0000,0.4390,0
275,-303.50,1024,0.0000,0.4377,0
276,-285.00,1024,0.0000,0.4364,0
277,-300.50,1024,0.0000,0.4351,0
278,-316.50,1024,0.0000,0.4338,0
279,-291.00,1024,0.0000,0.4325,0
280,-299.50,1024,0.0000,0.4312,0
281,-297.00,1024,0.0000,0.4299,0
282,-317.50,1024,0.0000,0.4286,0
283,-303.00,1024,0.0000,0.4273,0
284,-295.50,1024,0.0000,0.4260,0
285,-302.50,1024,0.0000,0.4247,0
286,-303.50,1024,0.0000,0.4235,0
287,-323.00,1024,0.0000,0.4222,0
288,-322.50,1024,0.0000,0.4209,0
289,-318.00,1024,0.0000,0.4197,0
290,-326.50,1024,0.0000,0.4184,0
291,-326.00,1024,0.0000,0.4171,0
292,-313.50,1024,0.0000,0.4159,0
293,-293.50,1024,0.0000,0.4146,0
294,-320.00,1024,0.0000,0.4134,0
295,-318.50,1024,0.0000,0.4122,0
296,-303.50,1024,0.0000,0.4109,0
297,-320.00,1024,0.0000,0.4097,0
298,-311.50,1024,0.0000,0.4085,0
299,-309.50,1024,0.0000,0.4072,0
300,-334.00,1024,0.0000,0.4060,0
301,-314.50,1024,0.0000,0.4048,0
302,-298.50,1024,0.0000,0.4036,0
303,-321.00,1024,0.0000,0.4024,0
304,-299.00,1024,0.0000,0.4012,0
305,-316.00,1024,0.0000,0.4000,0
306,-306.50,1024,0.0000,0.3988,0
307,-335.00,1024,0.0000,0.3976,0
308,-316.50,1024,0.0000,0.3964,0
309,-320.00,1024,0.0000,0.3952,0
310,-322.00,1024,0.0000,0.3940,0
311,-343.00,1024,0.0000,0.3928,0
312,-321.50,1024,0.0000,0.3916,0
313,-294.50,1024,0.0000,0.3905,0
314,-315.00,1024,0.0000,0.3893,0
315,-325.00,1024,0.0000,0.3881,0
316,-326.50,1024,0.0000,0.3870,0
317,-306.50,1024,0.0000,0.3858,0
318,-344.50,1024,0.0000,0.3846,0
319,-318.50,1024,0.0000,0.3835,0
320,-323.50,1024,0.0000,0.3823,0
321,-339.50,1024,0.0000,0.3812,0
322,-316.50,1024,0.0000,0.3801,0
323,-336.00,1024,0.0000,0.3789,0
324,-307.50,1024,0.0000,0.3778,0
325,-317.50,1024,0.0000,0.3766,0
326,-333.00,1024,0.0000,0.3755,0
327,-344.50,1024,0.0000,0.3744,0
328,-332.50,1024,0.0000,0.3733,0
329,-321.00,1024,0.0000,0.3721,0
330,-350.50,1024,0.0000,0.3710,0
331,-335.50,1024,0.0000,0.3699,0
332,-338.50,1024,0.0000,0.3688,0
333,-331.50,1024,0.0000,0.3677,0
334,-324.00,1024,0.0000,0.3666,0
335,-350.00,1024,0.0000,0.3655,0
336,-307.50,1024,0.0000,0.3644,0
337,-336.00,1024,0.0000,0.3633,0
338,-322.50,1024,0.0000,0.3622,0
339,-325.00,1024,0.0000,0.3611,0
340,-337.50,1024,0.0000,0.3600,0
341,-323.50,1024,0.0000,0.3590,0
342,-321.50,1024,0.0000,0.3579,0
343,-333.00,1024,0.0000,0.3568,0
344,-334.50,1024,0.0000,0.3557,0
345,-323.50,1024,0.0000,0.3547,0
346,-355.00,1024,0.0000,0.3536,0
347,-341.50,1024,0.0000,0.3525,0
348,-338.50,1024,0.0000,0.3515,0
349,-333.50,1024,0.0000,0.3504,0
350,-345.50,1024,0.0000,0.3494,0
351,-350.50,1024,0.0000,0.3483,0
352,-344.50,1024,0.0000,0.3473,0
353,-342.50,1024,0.0000,0.3463,0
354,-345.50,1024,0.0000,0.3452,0
355,-345.50,1024,0.0000,0.3442,0
356,-344.50,1024,0.0000,0.3431,0
357,-348.50,1024,0.0000,0.3421,0
358,-332.50,1024,0.0000,0.3411,0
359,-340.00,1024,0.0000,0.3401,0
360,-342.50,1024,0.0000,0.3390,0
361,-346.50,1024,0.0000,0.3380,0
362,-335.50,1024,0.0000,0.3370,0
363,-336.50,1024,0.0000,0.3360,0
364,-355.50,1024,0.0000,0.3350,0
365,-362.00,1024,0.0000,0.3340,0
366,-344.50,1024,0.0000,0.3330,0
367,-347.50,1024,0.0000,0.3320,0
368,-339.50,1024,0.0000,0.3310,0
369,-343.50,1024,0.0000,0.3300,0
370,-346.00,1024,0.0000,0.3290,0
371,-335.00,1024,0.0000,0.3280,0
372,-354.00,1024,0.0000,0.3270,0
373,-347.50,1024,0.0000,0.3261,0
374,-342.50,1024,0.0000,0.3251,0
375,-335.50,1024,0.0000,0.3241,0
376,-349.50,1024,0.0000,0.3231,0
377,-339.50,1024,0.0000,0.3222,0
378,-347.00,1024,0.0000,0.3212,0
379,-345.50,1024,0.0000,0.3202,0
380,-346.50,1024,0.0000,0.3193,0
381,-347.00,1024,0.0000,0.3183,0
382,-341.50,1024,0.0000,0.3174,0
383,-357.50,1024,0.0000,0.3164,0
384,-364.00,1024,0.0000,0.3155,0
385,-359.50,1024,0.0000,0.3145,0
386,-358.50,1024,0.0000,0.3136,0
387,-340.50,1024,0.0000,0.3126,0
388,-352.00,1024,0.0000,0.3117,0
389,-379.50,1024,0.0000,0.3108,0
390,-346.50,1024,0.0000,0.3098,0
391,-375.50,1024,0.0000,0.3089,0
392,-349.50,1024,0.0000,0.3080,0
393,-373.50,1024,0.0000,0.3070,0
394,-357.50,1024,0.0000,0.3061,0
395,-360.50,1024,0.0000,0.3052,0
396,-340.50,1024,0.0000,0.3043,0
397,-339.00,1024,0.0000,0.3034,0
398,-352.50,1024,0.0000,0.3025,0
399,-352.50,1024,0.0000,0.3016,0
400,-349.50,1024,0.0000,0.3007,0
401,-351.50,1024,0.0000,0.2997,0
402,-364.00,1024,0.0000,0.2989,0
403,-351.50,1024,0.0000,0.2980,0
404,-373.00,1024,0.0000,0.2971,0
405,-349.00,1024,0.0000,0.2962,0
406,-355.50,1024,0.0000,0.2953,0
407,-355.00,1024,0.0000,0.2944,0
408,-367.50,1024,0.0000,0.2935,0
409,-369.50,1024,0.0000,0.2926,0
410,-371.50,1024,0.0000,0.2918,0
411,-338.00,1024,0.0000,0.2909,0
412,-335.50,1024,0.0000,0.2900,0
413,-369.50,1024,0.0000,0.2891,0
414,-343.00,1024,0.0000,0.2883,0
415,-369.00,1024,0.0000,0.2874,0
416,-354.50,1024,0.0000,0.2865,0
417,-355.00,1024,0.0000,0.2857,0
418,-372.50,1024,0.0000,0.2848,0
419,-365.00,1024,0.0000,0.2840,0
420,-352.50,1024,0.0000,0.2831,0
421,-373.00,1024,0.0000,0.2823,0
422,-379.00,1024,0.0000,0.2814,0
423,-383.00,1024,0.0000,0.2806,0
424,-371.00,1024,0.0000,0.2797,0
425,-375.00,1024,0.0000,0.2789,0
426,-364.00,1024,0.0000,0.2781,0
427,-377.00,1024,0.0000,0.2772,0
428,-371.50,1024,0.0000,0.2764,0
429,-372.00,1024,0.0000,0.2756,0
430,-363.50,1024,0.0000,0.2747,0
431,-347.50,1024,0.0000,0.2739,0
432,-380.50,1024,0.0000,0.2731,0
433,-377.50,1024,0.0000,0.2723,0
434,-371.00,1024,0.0000,0.2715,0
435,-367.50,1024,0.0000,0.2706,0
436,-383.50,1024,0.0000,0.2698,0
437,-363.00,1024,0.0000,0.2690,0
438,-370.00,1024,0.0000,0.2682,0
439,-376.00,1024,0.0000,0.2674,0
440,-353.50,1024,0.0000,0.2666,0
441,-365.50,1024,0.0000,0.2658,0
442,-382.00,1024,0.0000,0.2650,0
443,-367.00,1024,0.0000,0.2642,0
444,-372.50,1024,0.0000,0.2634,0
445,-346.50,1024,0.0000,0.2626,0
446,-358.50,1024,0.0000,0.2618,0
447,-381.50,1024,0.0000,0.2611,0
448,-382.50,1024,0.0000,0.2603,0
449,-356.50,1024,0.0000,0.2595,0
450,-376.50,1024,0.0000,0.2587,0
451,-373.50,1024,0.0000,0.2579,0
452,-376.00,1024,0.0000,0.2572,0
453,-374.50,1024,0.0000,0.2564,0
454,-369.50,1024,0.0000,0.2556,0
455,-376.50,1024,0.0000,0.2549,0
456,-371.50,1024,0.0000,0.2541,0
457,-382.50,1024,0.0000,0.2533,0
458,-388.50,1024,0.0000,0.2526,0
459,-376.50,1024,0.0000,0.2518,0
460,-367.50,1024,0.0000,0.2511,0
461,-373.50,1024,0.0000,0.2503,0
462,-367.50,1024,0.0000,0.2496,0
463,-376.00,1024,0.0000,0.2488,0
464,-383.50,1024,0.0000,0.2481,0
465,-384.50,1024,0.0000,0.2473,0
466,-403.50,1024,0.0000,0.2466,0
467,-383.50,1024,0.0000,0.2458,0
468,-380.50,1024,0.0000,0.2451,0
469,-392.50,1024,0.0000,0.2444,0
470,-373.00,1024,0.0000,0.2436,0
471,-397.00,1024,0.0000,0.2429,0
472,-373.50,1024,0.0000,0.2422,0
473,-378.50,1024,0.0000,0.2414,0
474,-404.00,1024,0.0000,0.2407,0
475,-381.50,1024,0.0000,0.2400,0
476,-371.50,1024,0.0000,0.2393,0
477,-383.50,1024,0.0000,0.2386,0
478,-381.50,1024,0.0000,0.2378,0
479,-392.00,1024,0.0000,0.2371,0
480,-382.50,1024,0.0000,0.2364,0
481,-374.00,1024,0.0000,0.2357,0
482,-392.50,1024,0.0000,0.2350,0
483,-378.50,1024,0.0000,0.2343,0
484,-389.00,1024,0.0000,0.2336,0
485,-379.50,1024,0.0000,0.2329,0
486,-383.50,1024,0.0000,0.2322,0
487,-381.00,1024,0.0000,0.2315,0
488,-387.00,1024,0.0000,0.2308,0
489,-382.50,1024,0.0000,0.2301,0
490,-383.50,1024,0.0000,0.2294,0
491,-378.50,1024,0.0000,0.2287,0
492,-394.50,1024,0.0000,0.2280,0
493,-400.50,1024,0.0000,0.2274,0
494,-391.50,1024,0.0000,0.2267,0
495,-385.50,1024,0.0000,0.2260,0
496,-391.50,1024,0.0000,0.2253,0
497,-381.50,1024,0.0000,0.2246,0
498,-375.50,1024,0.0000,0.2240,0
499,-380.50,1024,0.0000,0.2233,0
500,-395.50,1024,0.0000,0.2226,0
501,-377.50,1024,0.0000,0.2220,0
502,-376.00,1024,0.0000,0.2213,0
503,-390.50,1024,0.0000,0.2206,0
504,-388.50,1024,0.0000,0.2200,0
505,-398.00,1024,0.0000,0.2193,0
506,-430.00,1024,0.0000,0.2187,0
507,-406.50,1024,0.0000,0.2180,0
508,-364.50,1024,0.0000,0.2173,0
509,-405.50,1024,0.0000,0.2167,0
510,-404.00,1024,0.0000,0.2160,0
511,-382.50,1024,0.0000,0.2154,0
512,-388.50,1024,0.0000,0.2147,0
513,-395.00,1024,0.0000,0.2141,0
514,-393.50,1024,0.0000,0.2135,0
515,-405.50,1024,0.0000,0.2128,0
516,-393.00,1024,0.0000,0.2122,0
517,-391.00,1024,0.0000,0.2115,0
518,-411.50,1024,0.0000,0.2109,0
519,-371.50,1024,0.0000,0.2103,0
520,-408.50,1024,0.0000,0.2096,0
521,-400.50,1024,0.0000,0.2090,0
522,-385.00,1024,0.0000,0.2084,0
523,-407.00,1024,0.0000,0.2078,0
524,-384.50,1024,0.0000,0.2071,0
525,-404.50,1024,0.0000,0.2065,0
526,-390.50,1024,0.0000,0.2059,0
527,-393.50,1024,0.0000,0.2053,0
528,-416.50,1024,0.0000,0.2047,0
529,-393.50,1024,0.0000,0.2041,0
530,-393.50,1024,0.0000,0.2034,0
531,-382.50,1024,0.0000,0.2028,0
532,-404.50,1024,0.0000,0.2022,0
533,-410.50,1024,0.0000,0.2016,0
534,-395.00,1024,0.0000,0.2010,0
535,-398.00,1024,0.0000,0.2004,0
536,-392.50,1024,0.0000,0.1998,0
537,-399.50,1024,0.0000,0.1992,0
538,-410.00,1024,0.0000,0.1986,0
539,-395.50,1024,0.0000,0.1980,0
540,-404.00,1024,0.0000,0.1974,0
541,-400.50,1024,0.0000,0.1968,0
542,-399.00,1024,0.0000,0.1962,0
543,-405.50,1024,0.0000,0.1956,0
544,-396.50,1024,0.0000,0.1951,0
545,-386.50,1024,0.0000,0.1945,0
546,-396.00,1024,0.0000,0.1939,0
547,-395.50,1024,0.0000,0.1933,0
548,-387.50,1024,0.0000,0.1927,0
549,-412.00,1024,0.0000,0.1922,0
550,-400.50,1024,0.0000,0.1916,0
551,-412.00,1024,0.0000,0.1910,0
552,-388.00,1024,0.0000,0.1904,0
553,-417.50,1024,0.0000,0.1899,0
554,-422.50,1024,0.0000,0.1893,0
555,-406.50,1024,0.0000,0.1887,0
556,-409.50,1024,0.0000,0.1882,0
557,-410.50,1024,0.0000,0.1876,0
558,-405.00,1024,0.0000,0.1870,0
559,-423.50,1024,0.0000,0.1865,0
560,-418.50,1024,0.0000,0.1859,0
561,-404.50,1024,0.0000,0.1853,0
562,-412.00,1024,0.0000,0.1848,0
563,-407.50,1024,0.0000,0.1842,0
564,-410.50,1024,0.0000,0.1837,0
565,-413.50,1024,0.0000,0.1831,0
566,-404.50,1024,0.0000,0.1826,0
567,-407.00,1024,0.0000,0.1820,0
568,-424.50,1024,0.0000,0.1815,0
569,-408.50,1024,0.0000,0.1809,0
570,-413.50,1024,0.0000,0.1804,0
571,-404.50,1024,0.0000,0.1799,0
572,-397.00,1024,0.0000,0.1793,0
573,-403.50,1024,0.0000,0.1788,0
574,-424.00,1024,0.0000,0.1782,0
575,-411.00,1024,0.0000,0.1777,0
576,-414.50,1024,0.0000,0.1772,0
577,-402.50,1024,0.0000,0.1766,0
578,-405.00,1024,0.0000,0.1761,0
579,-409.50,1024,0.0000,0.1756,0
580,-413.00,1024,0.0000,0.1751,0
581,-415.50,1024,0.0000,0.1745,0
582,-409.50,1024,0.0000,0.1740,0
583,-418.50,1024,0.0000,0.1735,0
584,-423.50,1024,0.0000,0.1730,0
585,-413.00,1024,0.0000,0.1725,0
586,-414.50,1024,0.0000,0.1719,0
587,-411.50,1024,0.0000,0.1714,0
588,-394.50,1024,0.0000,0.1709,0
589,-410.50,1024,0.0000,0.1704,0
590,-415.00,1024,0.0000,0.1699,0
591,-419.50,1024,0.0000,0.1694,0
592,-404.50,1024,0.0000,0.1689,0
593,-414.50,1024,0.0000,0.1684,0
594,-413.50,1024,0.0000,0.1679,0
595,-413.00,1024,0.0000,0.1673,0
596,-418.50,1024,0.0000,0.1668,0
597,-419.50,1024,0.0000,0.1663,0
598,-416.50,1024,0.0000,0.1658,0
599,-409.50,1024,0.0000,0.1653,0
600,-399.50,1024,0.0000,0.1649,0
601,-423.00,1024,0.0000,0.1644,0
602,-423.00,1024,0.0000,0.1639,0
603,-415.50,1024,0.0000,0.1634,0
604,-417.50,1024,0.0000,0.1629,0
605,-420.50,1024,0.0000,0.1624,0
606,-429.50,1024,0.0000,0.1619,0
607,-419.50,1024,0.0000,0.1614,0
608,-426.00,1024,0.0000,0.1609,0
609,-422.00,1024,0.0000,0.1605,0
610,-411.50,1024,0.0000,0.1600,0
611,-410.50,1024,0.0000,0.1595,0
612,-416.50,1024,0.0000,0.1590,0
613,-410.50,1024,0.0000,0.1585,0
614,-425.50,1024,0.0000,0.1581,0
615,-432.50,1024,0.0000,0.1576,0
616,-419.50,1024,0.0000,0.1571,0
617,-427.50,1024,0.0000,0.1566,0
618,-431.50,1024,0.0000,0.1562,0
619,-429.00,1024,0.0000,0.1557,0
620,-418.50,1024,0.0000,0.1552,0
621,-436.00,1024,0.0000,0.1548,0
622,-419.50,1024,0.0000,0.1543,0
623,-408.00,1024,0.0000,0.1538,0
624,-427.50,1024,0.0000,0.1534,0
625,-416.00,1024,0.0000,0.1529,0
626,-419.50,1024,0.0000,0.1525,0
627,-423.50,1024,0.0000,0.1520,0
628,-421.50,1024,0.0000,0.1516,0
629,-421.50,1024,0.0000,0.1511,0
630,-407.50,1024,0.0000,0.1506,0
631,-421.00,1024,0.0000,0.1502,0
632,-420.50,1024,0.0000,0.1497,0
633,-428.50,1024,0.0000,0.1493,0
634,-433.00,1024,0.0000,0.1488,0
