episode,total_reward,steps,avg_loss,epsilon,solved
363,75.50,51,0.0088,0.3360,1
364,78.50,41,0.0059,0.3350,1
365,78.50,41,0.0036,0.3340,1
366,77.50,47,0.0073,0.3330,1
367,78.00,34,0.0073,0.3320,1
368,76.50,53,0.0063,0.3310,1
369,75.50,39,0.0041,0.3300,1
370,75.50,49,0.0033,0.3290,1
371,78.50,47,0.0097,0.3280,1
372,78.00,50,0.0087,0.3270,1
373,76.50,45,0.0066,0.3261,1
374,76.50,41,0.0033,0.3251,1
375,76.50,49,0.0148,0.3241,1
376,79.00,34,0.0118,0.3231,1
377,76.00,46,0.0096,0.3222,1
378,74.00,44,0.0045,0.3212,1
379,77.50,45,0.0040,0.3202,1
380,75.00,54,0.0101,0.3193,1
381,77.50,45,0.0091,0.3183,1
382,77.00,48,0.0080,0.3174,1
383,76.50,43,0.0061,0.3164,1
384,76.50,43,0.0129,0.3155,1
385,77.00,62,0.0115,0.3145,1
386,77.50,37,0.0080,0.3136,1
387,77.50,39,0.0055,0.3126,1
388,78.00,42,0.0082,0.3117,1
389,77.50,43,0.0111,0.3108,1
390,77.00,48,0.0082,0.3098,1
391,77.00,46,0.0084,0.3089,1
392,76.00,52,0.0070,0.3080,1
393,77.00,36,0.0117,0.3070,1
394,75.50,43,0.0086,0.3061,1
395,77.50,51,0.0063,0.3052,1
396,76.00,56,0.0043,0.3043,1
397,77.50,47,0.0115,0.3034,1
398,77.50,47,0.0105,0.3025,1
399,78.50,39,0.0066,0.3016,1
400,78.00,40,0.0044,0.3007,1
401,75.50,51,0.0059,0.2997,1
402,76.50,45,0.0108,0.2989,1
403,78.00,36,0.0087,0.2980,1
404,78.00,34,0.0051,0.2971,1
405,77.50,53,0.0059,0.2962,1
406,76.50,45,0.0102,0.2953,1
407,78.50,39,0.0114,0.2944,1
408,77.50,45,0.0081,0.2935,1
409,77.00,50,0.0051,0.2926,1
410,76.00,44,0.0058,0.2918,1
411,77.00,42,0.0113,0.2909,1
412,78.50,37,0.0075,0.2900,1
413,79.00,40,0.0082,0.2891,1
414,76.00,48,0.0058,0.2883,1
415,77.00,46,0.0071,0.2874,1
416,79.00,44,0.0118,0.2865,1
417,76.50,45,0.0111,0.2857,1
418,78.00,38,0.0055,0.2848,1
419,75.00,52,0.0045,0.2840,1
420,76.50,45,0.0132,0.2831,1
421,76.50,59,0.0102,0.2823,1
422,78.50,39,0.0075,0.2814,1
423,74.50,53,0.0068,0.2806,1
424,77.00,52,0.0159,0.2797,1
425,77.00,40,0.0131,0.2789,1
426,77.50,35,0.0086,0.2781,1
427,77.00,38,0.0057,0.2772,1
428,75.50,43,0.0046,0.2764,1
429,79.00,38,0.0097,0.2756,1
430,78.50,47,0.0100,0.2747,1
431,78.00,34,0.0052,0.2739,1
432,77.50,41,0.0049,0.2731,1
433,78.50,39,0.0042,0.2723,1
434,77.50,37,0.0107,0.2715,1
435,77.00,40,0.0108,0.2706,1
436,77.50,43,0.0075,0.2698,1
437,77.50,37,0.0055,0.2690,1
438,78.00,42,0.0044,0.2682,1
439,76.50,49,0.0099,0.2674,1
440,78.00,44,0.0071,0.2666,1
441,76.00,40,0.0042,0.2658,1
442,79.00,38,0.0040,0.2650,1
443,78.00,40,0.0056,0.2642,1
444,77.50,41,0.0088,0.2634,1
445,77.50,41,0.0067,0.2626,1
446,77.00,46,0.0047,0.2618,1
447,77.50,43,0.0042,0.2611,1
448,76.00,40,0.0075,0.2603,1
449,77.50,41,0.0112,0.2595,1
450,78.50,37,0.0072,0.2587,1
451,77.50,37,0.0038,0.2579,1
452,75.50,49,0.0033,0.2572,1
453,77.50,41,0.0090,0.2564,1
454,77.00,38,0.0099,0.2556,1
455,78.50,33,0.0070,0.2549,1
456,77.50,41,0.0038,0.2541,1
457,79.00,44,0.0028,0.2533,1
458,77.50,49,0.0086,0.2526,1
459,76.50,45,0.0100,0.2518,1
460,77.00,44,0.0079,0.2511,1
461,78.00,40,0.0039,0.2503,1
462,77.50,39,0.0031,0.2496,1
463,76.00,42,0.0107,0.2488,1
464,77.00,46,0.0081,0.2481,1
465,76.50,39,0.0063,0.2473,1
466,78.00,40,0.0065,0.2466,1
467,77.50,35,0.0054,0.2458,1
468,77.00,44,0.0146,0.2451,1
469,76.50,49,0.0099,0.2444,1
470,77.00,56,0.0058,0.2436,1
471,77.50,43,0.0050,0.2429,1
472,79.00,34,0.0126,0.2422,1
473,76.50,41,0.0159,0.2414,1
474,78.00,38,0.0107,0.2407,1
475,76.50,41,0.0074,0.2400,1
476,77.50,45,0.0081,0.2393,1
477,78.50,37,0.0150,0.2386,1
478,76.00,50,0.0088,0.2378,1
479,78.00,38,0.0085,0.2371,1
480,78.00,34,0.0069,0.2364,1
481,78.00,38,0.0047,0.2357,1
482,77.50,39,0.0128,0.2350,1
483,78.50,43,0.0146,0.2343,1
484,77.00,38,0.0079,0.2336,1
485,77.50,45,0.0049,0.2329,1
486,78.00,46,0.0040,0.2322,1
487,77.50,43,0.0120,0.2315,1
488,78.00,36,0.0096,0.2308,1
489,78.00,34,0.0056,0.2301,1
490,77.50,39,0.0055,0.2294,1
491,78.50,33,0.0042,0.2287,1
492,79.00,40,0.0070,0.2280,1
493,77.00,46,0.0071,0.2274,1
494,78.50,35,0.0057,0.2267,1
495,78.00,44,0.0041,0.2260,1
496,77.50,53,0.0039,0.2253,1
497,77.50,37,0.0106,0.2246,1
498,77.00,50,0.0105,0.2240,1
499,77.00,50,0.0057,0.2233,1
500,78.00,34,0.0037,0.2226,1
501,75.50,47,0.0071,0.2220,1
502,77.50,39,0.0074,0.2213,1
503,78.00,40,0.0049,0.2206,1
504,78.50,35,0.0033,0.2200,1
505,77.50,35,0.0033,0.2193,1
506,78.00,36,0.0044,0.2187,1
507,77.50,41,0.0076,0.2180,1
508,78.50,33,0.0051,0.2173,1
509,78.00,38,0.0043,0.2167,1
510,78.50,37,0.0052,0.2160,1
511,77.50,33,0.0036,0.2154,1
512,78.50,31,0.0058,0.2147,1
513,77.00,44,0.0049,0.2141,1
514,78.50,35,0.0032,0.2135,1
515,79.00,32,0.0036,0.2128,1
516,77.00,38,0.0037,0.2122,1
517,76.50,41,0.0051,0.2115,1
518,78.00,42,0.0099,0.2109,1
519,78.00,40,0.0079,0.2103,1
520,78.00,36,0.0048,0.2096,1
521,77.50,35,0.0043,0.2090,1
522,77.00,56,0.0074,0.2084,1
523,76.00,44,0.0116,0.2078,1
524,78.00,44,0.0091,0.2071,1
525,79.00,34,0.0105,0.2065,1
526,77.50,47,0.0092,0.2059,1
527,78.50,39,0.0139,0.2053,1
528,75.50,41,0.0149,0.2047,1
529,77.50,43,0.0117,0.2041,1
530,76.50,43,0.0052,0.2034,1
531,76.50,41,0.0045,0.2028,1
532,78.50,35,0.0119,0.2022,1
533,77.00,34,0.0094,0.2016,1
534,78.50,39,0.0093,0.2010,1
535,77.50,41,0.0057,0.2004,1
536,78.00,38,0.0041,0.1998,1
537,78.50,31,0.0081,0.1992,1
538,78.00,42,0.0088,0.1986,1
539,78.00,36,0.0133,0.1980,1
540,78.00,44,0.0084,0.1974,1
541,78.00,48,0.0060,0.1968,1
542,78.50,33,0.0083,0.1962,1
543,78.50,35,0.0108,0.1956,1
544,77.50,51,0.0060,0.1951,1
545,78.00,38,0.0054,0.1945,1
546,77.50,35,0.0042,0.1939,1
547,78.50,31,0.0060,0.1933,1
548,78.00,44,0.0126,0.1927,1
549,77.00,38,0.0086,0.1922,1
550,78.50,35,0.0059,0.1916,1
551,77.50,37,0.0041,0.1910,1
552,78.50,37,0.0052,0.1904,1
553,78.50,35,0.0112,0.1899,1
554,78.00,34,0.0123,0.1893,1
555,78.50,31,0.0111,0.1887,1
556,79.00,42,0.0076,0.1882,1
557,77.00,40,0.0062,0.1876,1
558,77.50,37,0.0093,0.1870,1
559,79.00,40,0.0140,0.1865,1
560,78.50,33,0.0085,0.1859,1
561,78.50,37,0.0069,0.1853,1
562,77.00,42,0.0037,0.1848,1
563,78.00,44,0.0071,0.1842,1
564,77.50,39,0.0133,0.1837,1
565,79.00,36,0.0077,0.1831,1
566,78.50,35,0.0046,0.1826,1
567,79.00,42,0.0048,0.1820,1
568,78.00,34,0.0040,0.1815,1
569,77.00,38,0.0134,0.1809,1
570,79.00,32,0.0126,0.1804,1
571,78.00,40,0.0104,0.1799,1
572,77.00,38,0.0056,0.1793,1
573,79.00,30,0.0056,0.1788,1
574,79.00,34,0.0088,0.1782,1
575,77.50,37,0.0124,0.1777,1
576,77.50,33,0.0103,0.1772,1
577,78.00,34,0.0093,0.1766,1
578,78.00,38,0.0059,0.1761,1
579,78.50,37,0.0046,0.1756,1
580,78.00,42,0.0140,0.1751,1
581,77.00,36,0.0101,0.1745,1
582,79.00,34,0.0077,0.1740,1
583,78.00,36,0.0075,0.1735,1
584,79.00,30,0.0073,0.1730,1
585,78.50,37,0.0088,0.1725,1
586,77.00,36,0.0187,0.1719,1
587,78.00,38,0.0139,0.1714,1
588,78.50,35,0.0078,0.1709,1
589,78.00,44,0.0072,0.1704,1
590,78.50,35,0.0072,0.1699,1
591,78.50,35,0.0143,0.1694,1
592,79.00,32,0.0116,0.1689,1
593,78.50,35,0.0061,0.1684,1
594,78.50,33,0.0058,0.1679,1
595,78.50,33,0.0041,0.1673,1
596,78.00,38,0.0034,0.1668,1
597,77.50,37,0.0118,0.1663,1
598,78.50,35,0.0098,0.1658,1
599,79.00,32,0.0065,0.1653,1
600,78.50,49,0.0062,0.1649,1
601,78.50,47,0.0033,0.1644,1
602,78.50,35,0.0125,0.1639,1
603,77.00,36,0.0104,0.1634,1
604,79.00,34,0.0080,0.1629,1
605,79.00,30,0.0054,0.1624,1
606,79.00,38,0.0041,0.1619,1
607,77.50,45,0.0067,0.1614,1
608,78.50,35,0.0082,0.1609,1
609,78.00,38,0.0050,0.1605,1
610,78.00,38,0.0088,0.1600,1
611,78.50,31,0.0061,0.1595,1
612,79.00,34,0.0057,0.1590,1
613,79.00,36,0.0096,0.1585,1
614,78.50,35,0.0089,0.1581,1
615,78.50,35,0.0097,0.1576,1
616,77.50,39,0.0071,0.1571,1
617,79.00,42,0.0041,0.1566,1
618,79.00,30,0.0072,0.1562,1
619,78.00,32,0.0105,0.1557,1
620,78.50,31,0.0084,0.1552,1
621,78.50,33,0.0072,0.1548,1
622,79.00,32,0.0044,0.1543,1
623,77.50,33,0.0075,0.1538,1
624,78.50,39,0.0106,0.1534,1
625,79.00,40,0.0156,0.1529,1
626,77.50,37,0.0086,0.1525,1
627,79.00,36,0.0089,0.1520,1
628,77.50,41,0.0074,0.1516,1
629,78.50,35,0.0050,0.1511,1
630,78.50,37,0.0107,0.1506,1
631,78.50,33,0.0086,0.1502,1
632,76.50,45,0.0060,0.1497,1
633,78.50,33,0.0064,0.1493,1
634,77.00,34,0.0039,0.1488,1
635,78.00,34,0.0068,0.1484,1
636,77.50,39,0.0077,0.1480,1
637,78.00,34,0.0058,0.1475,1
638,78.00,34,0.0040,0.1471,1
639,78.50,35,0.0039,0.1466,1
640,78.00,34,0.0030,0.1462,1
641,79.00,32,0.0079,0.1457,1
642,78.50,33,0.0072,0.1453,1
643,79.00,30,0.0069,0.1449,1
644,78.50,33,0.0038,0.1444,1
645,78.50,33,0.0038,0.1440,1
646,79.00,36,0.0033,0.1436,1
647,78.00,36,0.0076,0.1431,1
648,78.00,34,0.0058,0.1427,1
649,77.00,36,0.0065,0.1423,1
650,79.00,32,0.0071,0.1419,1
651,78.00,34,0.0063,0.1414,1
652,78.00,36,0.0050,0.1410,1
653,78.00,34,0.0082,0.1406,1
654,79.00,42,0.0067,0.1402,1
655,78.00,32,0.0080,0.1397,1
656,78.00,38,0.0056,0.1393,1
657,79.00,32,0.0028,0.1389,1
658,78.50,33,0.0047,0.1385,1
659,78.50,33,0.0087,0.1381,1
660,78.00,38,0.0082,0.1377,1
661,78.50,31,0.0062,0.1372,1
662,79.00,34,0.0047,0.1368,1
663,78.50,31,0.0036,0.1364,1
664,78.50,37,0.0052,0.1360,1
665,79.00,34,0.0098,0.1356,1
666,77.50,35,0.0107,0.1352,1
667,78.50,31,0.0092,0.1348,1
668,78.00,32,0.0075,0.1344,1
669,79.00,30,0.0047,0.1340,1
670,79.00,34,0.0051,0.1336,1
671,79.00,32,0.0100,0.1332,1
672,78.50,33,0.0076,0.1328,1
673,78.00,36,0.0045,0.1324,1
674,79.00,40,0.0067,0.1320,1
675,78.00,34,0.0037,0.1316,1
676,79.00,32,0.0052,0.1312,1
677,78.50,35,0.0073,0.1308,1
678,78.50,33,0.0054,0.1304,1
679,77.50,33,0.0047,0.1300,1
680,79.00,36,0.0039,0.1296,1
681,78.50,31,0.0050,0.1292,1
682,79.00,40,0.0090,0.1289,1
683,78.50,39,0.0128,0.1285,1
684,78.50,33,0.0082,0.1281,1
685,78.50,31,0.0059,0.1277,1
686,78.50,39,0.0054,0.1273,1
687,76.50,43,0.0063,0.1269,1
688,77.50,37,0.0114,0.1266,1
689,79.00,36,0.0097,0.1262,1
690,79.00,36,0.0058,0.1258,1
691,77.50,35,0.0035,0.1254,1
692,78.00,34,0.0046,0.1250,1
693,78.50,35,0.0091,0.1247,1
694,78.50,33,0.0149,0.1243,1
695,78.50,35,0.0143,0.1239,1
